id,label
27431007,Fibrocystic breast changes (finding)
201736002,Reactive arthritis (disorder)
773629001,Onychomatricoma (disorder)
402222007,Vesicular hand eczema (disorder)
82721003,Gianotti-Crosti syndrome (disorder)
238553001,Constitutional eczema of hand (disorder)
247522004,Hair finding (finding)
246835005,Meibomian gland finding (finding)
52702003,Chronic fatigue syndrome (disorder)
161874006,Heavy feeling (finding)
7104002,Genus Blastocystis (organism)
105649009,Disease caused by Plasmodiidae (disorder)
415671008,Domain Eukarya (organism)
409822003,Domain Bacteria (organism)
49872002,Virus (organism)
44400004,Toxic effect of venom (disorder)
275385007,Poisoning caused by biological substance (disorder)
785277001,Harmful pattern of use of amfetamine and/or amfetamine derivative (disorder)
784401006,Epicranial subaponeurotic hematoma (disorder)
27520001,Pustular psoriasis of palms and soles (disorder)
784327005,Pustular psoriasis of sole of foot (disorder)
784328000,Pustular psoriasis of palm of hand (disorder)
264408003,Filamentous fungus (organism)
204451006,Anomalies of great veins (disorder)
300132001,Ear discharge (finding)
33168009,Entropion of eyelid (disorder)
785317008,Product containing radioactive isotope (product)
48513004,Pulsion diverticulum (morphologic abnormality)
404026003,Cellular schwannoma (disorder)
189948006,Schwannoma (disorder)
365799007,Finding of protein level (finding)
274783007,Ketonuria (finding)
365756002,Finding of creatinine level (finding)
105359004,Zolpidem measurement (procedure)
365822004,Finding of urate level (finding)
365738002,Finding of lithium level (finding)
22189001,Methotrexate measurement (procedure)
365608001,Finding of folic acid level (finding)
365774006,Finding of hormone level (finding)
373677008,Finding of arterial partial pressure of carbon dioxide (finding)
7962001,Ethosuximide measurement (procedure)
121564000,Ergot alkaloid measurement (procedure)
365761000,Finding of sodium level (finding)
54392006,Lithium measurement (procedure)
423234004,Injury to respiratory system due to inhaled substance (disorder)
33748008,Phenytoin measurement (procedure)
63817004,Amphetamine measurement (procedure)
365811003,Finding of glucose level (finding)
121372004,Methylenedioxyamphetamine measurement (procedure)
275741008,Leukocytes in urine (finding)
412933009,Serum moclobemide measurement (procedure)
870006,Carbamazepine measurement (procedure)
365753005,Finding of presence of drug (finding)
25514001,Digoxin measurement (procedure)
785670005,Urine substance measurement (procedure)
365755003,Finding of urea level (finding)
29142004,Cocaine measurement (procedure)
785671009,Finding of substance level (finding)
365791005,Finding of lipid level (finding)
27965000,Methamphetamine measurement (procedure)
785672002,Finding of urine substance level (finding)
58427002,Antibiotic measurement (procedure)
101401000119103,Pulmonary granuloma (disorder)
785673007,Measurement of level of substance in blood (procedure)
365758001,Finding of electrolyte levels (finding)
412810007,Serum levetiracetam measurement (procedure)
105222003,Lamotrigine measurement (procedure)
50942005,Phylum Amoebozoa (organism)
74773005,Sesamoiditis (disorder)
37600001,Perichondritis (disorder)
83620003,Nonpuerperal mastitis (disorder)
41910004,Periostitis (disorder)
14817008,Late effect of injury (disorder)
785784005,Genus Nannizzia (organism)
1980003,Seromucinous otitis media (disorder)
362998000,Branchial cleft anomaly (disorder)
785798002,Carcinoma in situ of oral cavity (disorder)
255131000,"Carcinoma in situ of oral cavity, lips, salivary glands (disorder)"
1081201000112100,Stenosis of tracheobronchial tree (disorder)
16119006,Abscess of jaw (disorder)
406103009,Squamous cell carcinoma in situ of uterine cervix (disorder)
105219000,Ketamine measurement (procedure)
387961004,Kingdom Animalia (organism)
426785004,Kingdom Chromista (organism)
785834005,Abscess due to peritonitis (disorder)
785818007,Structure of joint region (body structure)
127949000,Elbow region structure (body structure)
111246005,Arthrogryposis (disorder)
298203008,Joint laxity (finding)
702611008,Congenital brain aplasia (disorder)
26595007,Congenital absence of part of brain (disorder)
403205000,Multiple actinic keratoses involving forehead and temples (disorder)
255640000,Biocide (substance)
16662331000119106,Aneurysm of right vertebral artery (disorder)
785810000,Synucleinopathy (disorder)
70733008,Limitation of joint movement (finding)
109248001,Inflammation related to voluntary body piercing (disorder)
56019007,Systemic disease (disorder)
785850002,Reverse prosthetic total arthroplasty of shoulder (procedure)
786838002,Nodule of lung (finding)
9115004,Pili incarnati (disorder)
786457000,Overactive bladder (disorder)
9631008,Ankylosing spondylitis (disorder)
444546002,Chronic ulcerative colitis (disorder)
786844003,Plain X-ray of finger (procedure)
443572004,Measurement of sirolimus (procedure)
786894002,Benign fibromatous neoplasm of skin (disorder)
72765002,Thyroxine measurement (procedure)
400153009,Abdominal fibromatosis (disorder)
737201004,Disorder of anal canal (disorder)
55899000,Foreign body on external eye (disorder)
302820008,Intracranial meningioma (disorder)
787018009,Foreign body of eye region (disorder)
366586002,Finding of knee joint - range of movement (finding)
402775007,Genetic disorder of nail (disorder)
787050004,Structure of joint region of lower extremity (body structure)
89155008,Systemic sclerosis (disorder)
787044009,Stenosis of bilateral carotid arteries (disorder)
12310001,Childhood bronchiectasis (disorder)
51068008,Adult bronchiectasis (disorder)
76974008,Fracture of multiple sites of phalanges of hand (disorder)
520004,Congenital bent nose (disorder)
249316004,Nasal deviation (finding)
16834011000119109,Partial obstruction of intestine (disorder)
787177005,Inflammatory disorder of visual pathway (disorder)
787200004,Structure of long bone of right lower limb (body structure)
130731000119100,Disorder of joint of lumbosacral vertebra (disorder)
359571009,Right colectomy (procedure)
310701003,Behcet's syndrome (disorder)
762256003,Thrombosis of iliac vein (disorder)
28035005,"Tooth, gum, and/or supporting structure (body structure)"
47823003,Excision of lingual tonsil (procedure)
72779005,Anorectal fistula (disorder)
16779801000119101,Mass of parapharyngeal space (finding)
23997001,Anomaly of dental arch (disorder)
303812001,Urogenital system angiography (procedure)
265859004,Patent ductus arteriosus repair (procedure)
786878009,Fistula of anus (disorder)
195353004,Granulomatosis with polyangiitis (disorder)
786880003,Structure of jaw region within part of mouth (body structure)
432862004,Diverticulosis of rectosigmoid (finding)
303818002,Angiography of vascular structure of gastrointestinal tract (procedure)
301431007,Embolization of portal vein (procedure)
253695008,Abnormality of aortic arch branch (disorder)
62914000,Cerebrovascular disease (disorder)
726099002,Visceral venous thrombosis (disorder)
15972701000119106,Thrombosis of splenic artery (disorder)
787142005,Structure of bone of distal right radius (body structure)
787141003,Structure of bone of distal left radius (body structure)
787484007,Progressive avascular necrosis of lunate (disorder)
65636009,Keratoconus (disorder)
424909003,Toxic retinopathy (disorder)
445305001,Cavernous hemangioma of skin (disorder)
1135000,Solar retinopathy (disorder)
419459000,Retinal light toxicity (disorder)
787723002,Human papillomavirus deoxyribonucleic acid test positive (finding)
423842008,Subclass Tremellomycetidae (organism)
49420001,Pemphigus vulgaris (disorder)
65172003,Pemphigus (disorder)
15702005,"Fibrous mesothelioma, benign (morphologic abnormality)"
109786006,Focal oral mucinosis (finding)
128078004,Polyradiculoneuropathy (disorder)
128477000,Abscess (disorder)
106844005,Suborder Astigmata (organism)
115665000,Atopy (finding)
160701002,Social migrant (finding)
104759008,Iodine measurement (procedure)
105256009,Naproxen measurement (procedure)
109362006,Cellulitis of parapharyngeal space (disorder)
123947004,Post-streptococcal disorder (disorder)
15649901000119104,Gangrene of right lower limb due to atherosclerosis (disorder)
15649991000119105,Gangrene of left lower limb due to atherosclerosis (disorder)
10625711000119105,Bronchopneumonia caused by Streptococcus pneumoniae (disorder)
15649941000119102,Gangrene of bilateral lower limbs co-occurrent and due to atherosclerosis (disorder)
105612003,Injury of internal organ (disorder)
10596002,Peripheral vascular complication (disorder)
10623005,Fibrous dysplasia of bone (disorder)
10674991000119104,Intermittent allergic asthma (disorder)
10897371000119109,Open wound of male external genitalia (disorder)
12108021000119109,Chemical burn of gastrointestinal tract (disorder)
18099001,Retropharyngeal abscess (disorder)
189487001,"Neoplasm of uncertain or unknown behavior of brain, supratentorial (disorder)"
229736005,Receptive language delay (disorder)
232333009,Hearing loss associated with syndrome (disorder)
203556007,Deviation of finger (finding)
222036002,Supratentorial brain structure (body structure)
203522001,Osteolysis (disorder)
231849002,Displacement of orbit (disorder)
18834007,Crystal arthropathy (disorder)
200895000,Ingestion dermatitis caused by food (disorder)
18265008,Exophthalmos (disorder)
202841003,Supraspinatus tendinitis (disorder)
213346004,Fractures involving multiple body regions (disorder)
16638401000119101,Neuralgia of nerve of bilateral lower limbs (finding)
16697871000119100,Mast cell activation syndrome (disorder)
16839401000119104,Low back pain co-occurrent with neuralgia of left sciatic nerve (disorder)
16841131000119100,Calcified granuloma of lung (finding)
16864831000119104,Lumbar radiculitis (disorder)
16898641000119100,Gonorrhea of lower genitourinary tract (disorder)
197063004,Enterolith (disorder)
230477005,Chronic post-traumatic headache (disorder)
25618008,Psychological symptom (finding)
28432003,Abscess of breast (disorder)
237812002,Disorder of puberty (disorder)
238121000,Iodine deficiency (disorder)
253159001,Schizencephaly (disorder)
261389007,Prosthetic surgical material (substance)
263961009,Bilateral isomeric atria (disorder)
280032002,Developmental language disorder (disorder)
289761004,Finding of cervical dilatation (finding)
25397008,Aqueduct of Sylvius anomaly (disorder)
239838005,Chondrocalcinosis (disorder)
278849000,Cerebral atrophy (disorder)
238490002,Pressure-induced dermatosis (disorder)
238828009,Anetoderma (disorder)
24125008,Mental disorder in infancy (disorder)
247147005,Macular diffuse atrophy (disorder)
247153005,Retinal drusen (finding)
248970003,Finding of quantity of menstrual blood loss (finding)
250087009,Joint deformity (finding)
254642004,Adenoma of lung (disorder)
26453000,Mental disorder in adolescence (disorder)
289891001,Finding of duration of menstrual cycle (finding)
35240004,Iron deficiency (disorder)
29185008,Fatty degeneration (morphologic abnormality)
312535008,Pharynx and/or larynx structures (body structure)
364392006,Metabolic observable (observable entity)
364393001,Nutritional observable (observable entity)
364396009,Fluid balance observable (observable entity)
29297002,Crystalline deposits in vitreous (disorder)
33629003,Drusen of optic disc (finding)
312894000,Osteopenia (disorder)
359752005,Energy and stamina finding (finding)
366319001,Body fat finding (finding)
366560007,Finding of hip joint - range of movement (finding)
294913003,Allergy to iodine compound (finding)
299567001,Deformity of toe (finding)
314407005,Retinal dystrophy (disorder)
299971005,Insect sting (disorder)
29738008,Proteinuria (finding)
298325004,Finding of movement (finding)
359007,Kernicterus due to isoimmunization (disorder)
40287006,Reaction to lumbar puncture (disorder)
41526007,Reactive attachment disorder (disorder)
44132006,Abscess (morphologic abnormality)
370612006,Excision of neoplasm (procedure)
38151008,Magnesium measurement (procedure)
399100005,Disorder of hypothalamus (disorder)
400190005,Atrophic condition of skin (disorder)
402805001,Circumscribed hypermelanosis (disorder)
403863000,Multiple basal cell papillomata (disorder)
423430005,Spinal curvature convex to the left (finding)
430980000,Anaphylaxis caused by hymenoptera venom (disorder)
397016004,Systemic mast cell disease (disorder)
384763002,Structure of brain region (body structure)
386585008,Functional disorder (disorder)
428297005,Excision of cyst (procedure)
37188009,Selenium measurement (procedure)
420183005,Iris bleeding (disorder)
399915007,Acquired acantholytic dermatosis (disorder)
419241000,Substance with antibacterial mechanism of action (substance)
371136004,Disorder of tooth development (disorder)
37976006,Gallstone ileus (disorder)
3914008,Mental disorder in childhood (disorder)
394726009,Seborrheic keratosis (disorder)
399926001,Collagen nevus of skin (disorder)
40449001,Skin deposits (disorder)
65278006,"Epithelioid mesothelioma, malignant (morphologic abnormality)"
67922002,Serum (substance)
50808002,Atheroma of artery (disorder)
50863008,Plasma (substance)
53502009,Abscess of chin (disorder)
54319003,Disruptive behavior disorder (disorder)
46075000,Oligosaccharide (substance)
49727002,Cough (finding)
613003,Fragile X syndrome (disorder)
446993003,Calcification of muscle (disorder)
445589009,Superorder Acariformes (organism)
609520005,Disorder of fetal structure (disorder)
698299009,Traumatic rupture of rotator cuff (disorder)
45939007,Leg length inequality (disorder)
49496001,Double ureter (disorder)
55481000,Limbic disorder (disorder)
71404003,Lipomatosis dolorosa (disorder)
72674008,Bronchopulmonary segment structure (body structure)
74107003,Acromegaly (disorder)
72244009,Chromium measurement (procedure)
724440007,Atherosclerosis of artery of lower limb (disorder)
724842007,Congenital venous malformation of skin (disorder)
733217006,Injury of intrathoracic organ (disorder)
733276006,Fracture of head of femur (disorder)
734326000,Stenosis of left vertebral artery (disorder)
734327009,Stenosis of right vertebral artery (disorder)
762328006,Mood disorder caused by stimulant (disorder)
762634006,Acellular blood (substance)
714628002,Prediabetes (finding)
766792003,Substance with dopamine receptor D2 antagonist mechanism of action (substance)
767525000,Unit (qualifier value)
87708000,Vitamin (substance)
89392001,Prader-Willi syndrome (disorder)
84292000,Menstrual period late (finding)
84889008,Parapharyngeal abscess (disorder)
84919003,"Epithelioid mesothelioma, benign (morphologic abnormality)"
95346009,Mucocutaneous ulcer (disorder)
8004003,Teething syndrome (finding)
82035006,Resection of polyp (procedure)
788192009,Fracture of multiple bones (disorder)
788375006,Feeling abnormal (finding)
788453008,Hypermobility of joint (finding)
788454002,Stenosis of bilateral vertebral arteries (disorder)
788533006,Congenital abnormality of atrium (disorder)
788543009,Consultation by ergotherapist (procedure)
788625001,Acquired overriding toe (disorder)
788862002,Agitation due to dementia (finding)
788876001,Cachexia due to malignant neoplastic disease (finding)
788877005,Cardiac syncope (finding)
788917000,Erosion of bone (finding)
788918005,Excessive crying of infant (finding)
788930004,Focal contusion of brain (disorder)
788931000,Focal contusion of occipital lobe (disorder)
788933002,Focal contusion of temporal lobe (disorder)
788937001,Fracture of bone after implantation of orthopedic device (disorder)
788938006,Fracture of head of humerus (disorder)
788943004,Fracture of proximal epiphysis of femur (disorder)
788951001,Hemorrhage of digestive system (disorder)
788954009,Hyperostosis of skull (finding)
788975001,Late syphilis of skin (disorder)
788983007,Mood disorder caused by cannabis (disorder)
789000004,Osteoarthritis of hip due to and following trauma (disorder)
789001000,Osteoarthritis of knee due to and following trauma (disorder)
789021004,Radiculopathy due to spondylosis (disorder)
789022006,Refusing fluids (finding)
789029002,Requires vaccination against measles (finding)
789031006,Requires vaccination against pertussis (finding)
789035002,Requires vaccination against viral hepatitis (finding)
789049006,Spinal epiphysiopathy (disorder)
789220007,Atrophy of macula lutea (disorder)
789228000,Congenital anomaly of anterior portion of neck (disorder)
789394007,Tendinitis of shoulder region (disorder)
789666007,Phlebitis following perfusion (disorder)
789681001,Thrombophlebitis following perfusion (disorder)
789703007,Arteriosclerosis of artery of lower extremity (disorder)
789754007,Tendinitis of rotator cuff tendon (disorder)
792843009,Gangrene of limb due to atherosclerosis of artery of limb (disorder)
85641006,Hemianencephaly (disorder)
9076009,Balanitis circinata (disorder)
18773000,Cyclical vomiting syndrome (disorder)
83291003,Cor pulmonale (disorder)
816077007,Magnetic resonance imaging of brain (procedure)
29567006,Magnetic resonance imaging of brain and brain stem (procedure)
816083005,Extracellular fluid volume (observable entity)
816081007,Extracellular fluid volume depletion (finding)
816094009,Structure of thoracic cross-sectional segment of trunk (body structure)
816092008,Structure of pelvic cross-sectional segment of trunk (body structure)
816119002,Cataract of left eye (disorder)
816120008,Cataract of right eye (disorder)
95722004,Bilateral cataracts (disorder)
816145006,Family Tremellaceae (organism)
91302008,Sepsis (disorder)
816159004,Measured weight gain (observable entity)
816183007,Edema of right lower limb (finding)
816181009,Edema of bilateral lower limbs (finding)
816182002,Edema of left lower limb (finding)
761841000,Administration of vaccine product containing only Human papillomavirus antigen (procedure)
816984002,Progressive multiple sclerosis (disorder)
724778008,Progressive relapsing multiple sclerosis (disorder)
816994007,Erythema of skin of nose (finding)
816995008,Rough skin (finding)
817956002,Exogenous dermatitis (disorder)
49084001,Dermatitis caused by radiation (disorder)
410042009,"Ochronosis due to homogentisate 1,2-dioxygenase deficiency (disorder)"
106146005,Reflex finding (finding)
818956004,Benign sinonasal papilloma (morphologic abnormality)
818982008,Structure of abdominopelvic cross-sectional segment of trunk (body structure)
818981001,Structure of abdominal cross-sectional segment of trunk (body structure)
818984009,Structure of abdominopelvic cavity and/or intra-abdominopelvic content and/or anterior abdominal wall excluding intra-pelvic structure of true pelvis (body structure)
818985005,Structure of abdominopelvic segment excluding true pelvic segment of trunk (body structure)
818986006,Structure of abdominopelvic cavity and/or content (body structure)
818988007,Intra-abdominopelvic structure excluding intra-pelvic structure of true pelvis (body structure)
818993005,Structure of organ within abdominopelvic cavity (body structure)
57092006,Flexural eczema (disorder)
818983003,Structure of abdominopelvic cavity and/or content of abdominopelvic cavity and/or anterior abdominal wall (body structure)
819971007,Endoscopic removal of foreign body (procedure)
699602007,Structure of organ within abdomen proper cavity (body structure)
71325002,Lipodystrophy (disorder)
88996004,Lichen (disorder)
822988000,Disorder of abdominopelvic segment of trunk (disorder)
282766005,Lower back injury (disorder)
822987005,Finding of abdominopelvic segment of trunk (finding)
118238000,Urogenital finding (finding)
609624008,Finding of abdomen (finding)
609625009,Finding of pelvic region of trunk (finding)
71960002,Eosinophil count (procedure)
30630007,Neutrophil count (procedure)
48791004,Granulocytic cell (cell)
1082601000112109,Secondary malignant neoplasm of viscera (disorder)
822995009,Hyperglycemia due to diabetes mellitus (disorder)
237621004,Severe hyperglycemia due to diabetes mellitus (disorder)
823022009,Chemical burn of skin (disorder)
393573009,Hypereosinophilic syndrome (disorder)
823996003,Blister of skin (disorder)
827008005,Vesicle of skin (finding)
195709006,Pharyngolaryngitis (disorder)
827044000,Eruption of scalp (disorder)
363013003,Complication of introduction procedure (disorder)
47988006,Complication due to immunization (disorder)
24184005,Finding of increased blood pressure (finding)
827056004,Serving (qualifier value)
402790006,Hereditary periodic fever (disorder)
827094004,Alcohol detoxification (regime/therapy)
827098001,Grafting of dura mater (procedure)
17276009,Decreased fertility (finding)
827108008,Dislocation of digit of hand (disorder)
827109000,Subluxation of digit of hand (disorder)
64531003,Nasal discharge (finding)
118617000,Burkitt's lymphoma (disorder)
233885007,Post-infarction pericarditis (disorder)
66189004,Postmyocardial infarction syndrome (disorder)
827164008,Delayed postmyocardial infarction pericarditis (disorder)
271760008,Pustule (disorder)
419952004,Dermoid cyst (disorder)
830014008,Dermoid cyst of head (disorder)
90365003,Dermoid cyst of mouth (disorder)
830040002,Insertion of endovascular stent into vein of upper limb (procedure)
830041003,Insertion of endovascular stent into artery of lower limb (procedure)
25147002,Subcorneal pustular dermatosis (disorder)
830139001,Edema of abdomen (finding)
6595006,Calcinosis (disorder)
128491006,Heterotopic ossification (disorder)
109891004,Detached products of conception (disorder)
34277002,Dislocation of multiple joints (morphologic abnormality)
833334002,Subluxation of wrist (disorder)
833335001,Dislocation of wrist (disorder)
833337009,Amyloid beta peptide (substance)
707217009,Amyloid beta 42 peptide (substance)
719670005,Gender confirmation surgery (procedure)
56110009,Birth trauma of fetus (disorder)
157271002,Dislocation of ankle joint (disorder)
836424002,Dislocation of joint of foot (disorder)
157266009,Dislocation of knee joint (disorder)
735827007,Traumatic rupture of palmar ligament at interphalangeal joint of finger (disorder)
723096000,Gastritis caused by bacterium (disorder)
1087131000119102,Scleritis due to herpes zoster (disorder)
838275008,Stenosis of cerebral artery (disorder)
782957005,Ichthyosis (disorder)
24079001,Atopic dermatitis (disorder)
267802000,Pruritus of genital organs (disorder)
37156001,Disorder of jaw (disorder)
661005,Jaw region structure (body structure)
274667000,Jaw pain (finding)
111474003,Disorder involving the integument of fetus OR newborn (disorder)
239091003,Dermatosis of infancy (disorder)
22607003,Asbestosis (disorder)
838527002,Amfetamine and/or amfetamine derivative drug dependence (disorder)
21647008,Amphetamine dependence (disorder)
838549008,Shiga toxin-producing Escherichia coli (organism)
235887001,Rupture of liver (disorder)
7291006,Reactive attachment disorder of infancy (disorder)
840279003,Fusion of lateral lumbar interbody (procedure)
765206003,Constriction ring syndrome (disorder)
46177005,End-stage renal disease (disorder)
840358001,High body weight (finding)
414915002,Obese (finding)
238131007,Overweight (finding)
13582007,Dermatitis due to substances taken internally (disorder)
840396000,Posttraumatic arthropathy (disorder)
201858005,"Post-traumatic gonarthrosis, bilateral (disorder)"
735807006,Traumatic rupture of radial collateral ligament of elbow (disorder)
840403003,Structure of joint of right wrist region (body structure)
840404009,Structure of joint of left wrist region (body structure)
713081000,Dissection of cerebral artery (disorder)
840441005,Dissection of intracranial artery (disorder)
840538003,Burn of digit of hand (disorder)
840539006,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder)
252991009,Cervical intraepithelial neoplasia grade III with severe dysplasia (disorder)
47944004,Malocclusion of teeth (disorder)
840580004,Peripheral arterial disease (disorder)
399957001,Peripheral arterial occlusive disease (disorder)
840595002,Platelet aggregation inhibitor therapy (procedure)
246679005,Discharge from eye (finding)
39402007,Pelvic congestion syndrome (disorder)
840721004,Incomplete spinal cord syndrome (disorder)
27982003,Brown-Séquard syndrome (disorder)
18941000,Oppositional defiant disorder (disorder)
404177007,Angioedema and/or urticaria (disorder)
1714005,Photokeratitis (disorder)
359686005,Van Bogaert's sclerosing leukoencephalitis (disorder)
846629004,Pneumonitis caused by fumes (disorder)
846630009,Pneumonitis caused by vapors (disorder)
196019004,Bronchitis and pneumonitis caused by chemical fumes (disorder)
846638002,Bronchitis caused by chemical fumes (disorder)
846640007,Respiratory condition caused by chemical fumes (disorder)
846641006,Respiratory condition caused by vapors (disorder)
231924000,Arcus of cornea (disorder)
238525001,Polymorphic light eruption (disorder)
846660004,Chronic infectious disease of central nervous system (disorder)
840449007,Cognitive impairment caused by ingestible alcohol (disorder)
846676008,Body temperature below reference range (finding)
386689009,Hypothermia (finding)
846694002,Acute edema (finding)
14106009,"Cardiac pacemaker, device (physical object)"
171201007,Anemia screening (procedure)
395959007,Fourth generation cephalosporin (substance)
764147003,Cephalosporin (substance)
86142006,Pemphigoid (disorder)
294532003,Allergy to cephalosporin (finding)
258593008,Ventricular shunt (physical object)
473046009,Complication associated with nervous system implant (disorder)
860914002,Erectile dysfunction (disorder)
473021009,Secondary erectile dysfunction (disorder)
57185003,Primary hypothyroidism (disorder)
45342007,Yellow nails (finding)
62658002,Magnetic resonance imaging of chest and myocardium (procedure)
860983002,Family Morganellaceae (organism)
50517009,Genus Proteus (organism)
50713005,Genus Morganella (organism)
112284001,Genus Providencia (organism)
186437007,Proteus infection (disorder)
863876009,Magnetic resonance imaging angiography of abdominal visceral artery (procedure)
64718006,Conjunctival xerosis (disorder)
293104008,Adverse reaction to component of vaccine product (disorder)
764864002,Radionuclide imaging of lung ventilation using technetium (99m-Tc) technegas (procedure)
210642007,"Traumatic amputation, below elbow (disorder)"
860889002,Gastritis caused by Cryptosporidium (disorder)
705472007,Esophageal stent (physical object)
705473002,Urinary tract stent (physical object)
125667009,Contusion (disorder)
735645009,Contusion of head (disorder)
3415004,Cyanosis (finding)
454951000124103,Swab from head (specimen)
228698009,Iodine 131 therapy (procedure)
64291000052106,Radioactive iodine therapy (procedure)
68235000,Nasal congestion (finding)
312872008,Administration of vaccine product containing bacteria and virus antigens (procedure)
432863009,Pilonidal disease (disorder)
238496008,Hair sinus (disorder)
866150003,Screening for developmental disorder (procedure)
372733002,Substance with angiotensin-converting enzyme inhibitor mechanism of action (substance)
866173006,Substance with renin-angiotensin system inhibitor mechanism of action (substance)
372913009,Substance with angiotensin II receptor antagonist mechanism of action (substance)
866197002,Ultrasonography of joint of lower limb (procedure)
247348008,Tenderness (finding)
866225005,Magnetic resonance imaging of bone of ankle and foot (procedure)
156329007,Seborrheic dermatitis of scalp (disorder)
786846001,Administration of vaccine product containing only Haemophilus influenzae type B and Hepatitis B virus antigens (procedure)
868197005,Subfamily Orthocoronavirinae (organism)
868198000,Suborder Cornidovirineae (organism)
84101006,Human coronavirus (organism)
292314001,Antiepileptic adverse reaction (disorder)
292331008,Sedative adverse reaction (disorder)
282095007,Allergic reaction caused by bee sting (disorder)
300909004,Allergic reaction caused by wasp sting (disorder)
15919441000119101,Allergic reaction caused by hymenoptera venom (disorder)
293377007,Iodine adverse reaction (disorder)
870206000,Weber type A fracture (morphologic abnormality)
866087009,Pathologic fracture of vertebra at site of metastatic neoplasm (disorder)
42570001,Pruritus senilis (disorder)
870257001,Stereoelectroencephalography (procedure)
229918000,Food and drink intake (observable entity)
870377005,Structure of bony skeleton (body structure)
228084000,Whole body bone imaging (procedure)
16534511000119102,Single photon emission computed tomography of bones of whole body (procedure)
129140006,Structure of bony skeleton subdivision (body structure)
870434005,Structure of striated muscle and/or smooth muscle (body structure)
71616004,Skeletal and/or smooth muscle structure (body structure)
870435006,Structure of striated muscle (body structure)
866119000,Abscess of liver caused by bacteria (disorder)
866142007,Infection of liver caused by parasite (disorder)
870562001,Metallo-beta-lactamase producing bacteria (organism)
409799006,Extended spectrum beta-lactamase-producing bacteria (organism)
409802002,Infection caused by extended spectrum beta-lactamase producing bacteria (disorder)
254666005,Keratosis (disorder)
870572003,Cryopreservation of spermatozoa (procedure)
870575001,Disorder of cardiac atrium (disorder)
472762000,Disorder of right atrium (disorder)
209548004,Sprain of ligament of lumbosacral joint (disorder)
312138002,Embolization of uterine artery (procedure)
251856003,Fluid balance status (observable entity)
870637009,Dissection of cervical artery (disorder)
230730001,Dissection of vertebral artery (disorder)
870677001,Adverse reaction to benzodiazepine (disorder)
292329004,Clonazepam adverse reaction (disorder)
292930000,Macrolide adverse reaction (disorder)
248350002,Reference weight (observable entity)
121687002,Sulfonylurea measurement (procedure)
372711004,Sulfonylurea (substance)
384978002,Glibenclamide (substance)
386966003,Glimepiride (substance)
395731001,Gliclazide (substance)
767266004,Iodine and/or iodine compound (substance)
168384005,Campylobacter-like organism test for Helicobacter pylori (procedure)
249390006,Palate finding (finding)
118233009,Finding of activity of daily living (finding)
293047005,Tetracyclines group adverse reaction (disorder)
419885006,Beta lactam adverse reaction (disorder)
871528009,Open wound of multiple sites of upper limb (disorder)
160685001,Bed-ridden (finding)
871552002,Detection of severe acute respiratory syndrome coronavirus 2 antibody (observable entity)
871560001,Detection of ribonucleic acid of severe acute respiratory syndrome coronavirus 2 using polymerase chain reaction (observable entity)
871562009,Detection of severe acute respiratory syndrome coronavirus 2 (observable entity)
871555000,Detection of ribonucleic acid of severe acute respiratory syndrome coronavirus 2 (observable entity)
8510008,Reduced mobility (finding)
705638008,Peripheral artery stent (physical object)
705643001,Coronary artery stent (physical object)
286558002,Ureteric stent (physical object)
403601003,Neuropathic ulcer (disorder)
871680005,Insertion of biliary stent (procedure)
871587002,Myocarditis due to Chaga disease (disorder)
48277006,Impetigo (disorder)
871660009,Congenital anomaly of left ventricle (disorder)
871668002,Congenital right ventricular anomaly (disorder)
572481000119103,Administration of vaccine product containing only live attenuated Measles morbillivirus antigen (procedure)
47435007,Administration of vaccine product containing only Measles morbillivirus antigen (procedure)
38598009,Administration of vaccine product containing only Measles morbillivirus and Mumps orthorubulavirus and Rubella virus antigens (procedure)
121951007,Measurement of Candida albicans antibody (procedure)
365242003,Finding related to ability to perform domestic activities (finding)
399490008,Adenocarcinoma of prostate (disorder)
121908008,Measurement of Hantavirus antibody (procedure)
127785005,"Administration of substance to produce immunity, either active or passive (procedure)"
713404003,Vaccination given (situation)
871926004,Anaphylaxis caused by insect bite and/or insect sting (disorder)
871927008,Allergic reaction caused by insect bite and/or insect sting (disorder)
874804000,Contusion of head and/or neck (disorder)
419920004,Adrenal hyperplasia (disorder)
90739004,Thyrotoxicosis (disorder)
237495005,Thyroid nodule (disorder)
782161000,Bite (event)
444897001,Hypoplasia of mandibular bone (disorder)
470413006,Gastric band (physical object)
211291000,Multiple superficial injuries of wrist and hand (disorder)
403871001,Cutaneous horn (disorder)
735910003,Ischemia of muscle due to traumatic injury (disorder)
878795009,Transitory deafness (disorder)
42134006,Distortion of visual image (disorder)
75307004,Epithelial hyperplasia of skin (disorder)
95355007,Mucous membrane hyperplasia (finding)
267258002,Small for gestational age fetus (disorder)
269406001,Post-traumatic wound infection (disorder)
201054008,Keratoderma climactericum (disorder)
879862001,Body piercing (finding)
879910002,Finding of bone of lower limb (finding)
879916008,Radiofrequency ablation (procedure)
59172008,Pustular acne (disorder)
42228007,Acne conglobata (disorder)
238744006,Comedonal acne (disorder)
238745007,Nodulocystic acne (disorder)
13277001,Cystic acne (disorder)
879976004,Lesion of bone (finding)
302824004,Gastrinoma (disorder)
